Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
20,B-011,183981,2005,Volvo,V70,"",GOLD,145301,Yes,3.1,2026-08-20,B
23,B-013,183974,2006,Nissan,Altima,S,GRAY,207121,Yes,"",2026-08-20,B
9,B-016,183977,2013,Honda,Civic,"",WHITE,64510,Yes,"",2026-08-20,B
9,B-023,183490,2016,Mercedes-Benz,Sprinter 3500,"",WHITE,111703,Yes,3.5,2026-08-20,B
25,B-024,183751,2018,Chevrolet,Tahoe,"",BLACK,144307,Yes,3.0,2026-08-20,B
16,B-025,183769,2000,Toyota,Camry,LE,BLUE,130867,Yes,"",2026-08-20,B
19,B-026,183824,2022,Dodge,Charger,"",SILVER,64875,Yes,"",2026-08-20,B
18,B-043,184001,2012,Audi,A5,"",RED,94829,Yes,3.3,2026-08-20,B
18,B-049,183994,2008,Saturn,Sky,"",BLUE,60661,Yes,2.9,2026-08-20,B
18,B-051,183669,2013,Nissan,Pathfinder,SL,SILVER,214609,Yes,"",2026-08-20,B
9,B-052,183127,2017,Ford,F150,XL,WHITE,185794,Yes,3.8,2026-08-20,B
23,B-054,183412,2013,Ford,F150,FX4,RED,162526,Yes,3.5,2026-08-20,B
19,B-055,183462,2010,Chevrolet,Silverado 1500,LTZ,WHITE,428523,Yes,"",2026-08-20,B
19,B-057,183499,2019,Ford,Expedition Max,"",GRAY,140523,Yes,3.9,2026-08-20,B
19,B-058,183819,2004,Nissan,Murano,"",GOLD,136487,Yes,"",2026-08-20,B
21,B-068,183929,2015,Buick,Enclave,"",BLACK,201550,Yes,"",2026-08-20,B
20,B-069,183963,2015,Ram,2500 ProMaster Vans,"",WHITE,103128,Yes,2.9,2026-08-20,B
21,B-070,183605,2015,Jeep,Compass,"",GRAY,164888,Yes,2.9,2026-08-20,B
18,B-073,183689,2016,Kia,Sorento,"",BLACK,108986,Yes,3.8,2026-08-20,B
9,B-074,183739,2008,Toyota,Camry,Hybrid,WHITE,139798,Yes,3.5,2026-08-20,B
23,B-075,183741,2016,Chevrolet,Silverado 1500,LT,WHITE,177405,Yes,3.0,2026-08-20,B
20,B-077,183747,2019,Buick,Encore,"",RED,36356,Yes,3.6,2026-08-20,B
16,B-087,183985,2007,Lexus,ES 350,"",BURGUNDY,199132,Yes,3.2,2026-08-20,B
22,B-091,183993,2013,Ford,Fusion,SE,BLACK,162089,Yes,2.9,2026-08-20,B
23,B-096,183316,2024,Hyundai,Palisade,XRT,GRAY,56933,Yes,4.4,2026-08-20,B
21,B-098,183836,2017,Toyota,Prius Prime,"",GRAY,93459,Yes,3.8,2026-08-20,B
15,B-101,183497,2002,Honda,Accord,"",BROWN,153072,Yes,"",2026-08-20,B
23,B-102,183719,2014,Dodge,Durango,"",GRAY,142978,Yes,2.5,2026-08-20,B
24,B-103,183823,2016,Ford,Expedition,XLT,"",172703,Yes,3.3,2026-08-20,B
20,B-104,183794,2015,Ford,Explorer,"","",175875,Yes,2.5,2026-08-20,B
21,B-108,183817,2013,Nissan,Sentra,"",GRAY,124365,Yes,3.3,2026-08-20,B
12,B-109,181386,2011,Hyundai,Santa Fe,Limited,GRAY,214597,Yes,2.5,2026-08-20,B
15,B-110,183728,2015,Toyota,Camry,LE,BLACK,262327,Yes,"",2026-08-20,B
20,B-111,183842,2013,Honda,Pilot,"",SILVER,190514,Yes,"",2026-08-20,B
11,B-113,183845,2007,Acura,MDX,"",GOLD,160949,Yes,"",2026-08-20,B
9,E-002,183992,2019,YAMAHA,DR2A19,"",WHITE,0,No,"",2026-08-20,E
15,I-001,183506,2015,Chevrolet,Spark,"",RED,121988,Yes,"",2026-08-20,I
18,I-003,184005,2020,Ford,Fusion,SE,WHITE,164022,Yes,"",2026-08-20,I
