Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
9,B-016,183490,2016,Mercedes-Benz,Sprinter 3500,"",WHITE,111703,Yes,3.5,2026-07-23,B
18,B-038,183669,2013,Nissan,Pathfinder,SL,SILVER,214609,Yes,"",2026-07-23,B
9,B-040,183127,2017,Ford,F150,XL,WHITE,185794,Yes,3.8,2026-07-23,B
23,B-042,183412,2013,Ford,F150,FX4,RED,162526,Yes,3.5,2026-07-23,B
19,B-043,183462,2010,Chevrolet,Silverado 1500,LTZ,WHITE,428523,Yes,"",2026-07-23,B
19,B-045,183499,2019,Ford,Expedition Max,"",GRAY,140523,Yes,3.9,2026-07-23,B
21,B-056,183605,2015,Jeep,Compass,"",GRAY,164888,Yes,2.9,2026-07-23,B
15,B-065,183497,2002,Honda,Accord,"",BROWN,153072,Yes,"",2026-07-23,B
12,B-079,181386,2011,Hyundai,Santa Fe,Limited,GRAY,214597,Yes,2.5,2026-07-23,B
23,B-094,183316,2024,Hyundai,Palisade,XRT,GRAY,56933,Yes,4.4,2026-07-23,B
15,I-002,183506,2015,Chevrolet,Spark,"",RED,121988,Yes,"",2026-07-23,I
10,U-065,183644,2017,GMC,Sierra 2500,2500HD DENALI,WHITE,156585,Yes,3.5,2026-07-23,U
