Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
26,B-0002,1006843,2020,Ford,F150,Platinum,WHITE,132008,Yes,3.1,2026-08-27,B
19,B-0012,236768,2020,Ford,Edge,SE,BLUE,38182,Yes,2.6,2026-08-27,B
22,B-0013,236997,2019,Hyundai,Santa Fe,Ultimate,WHITE,143455,Yes,3.1,2026-08-27,B
14,B-0016,236654,2019,Toyota,RAV4,XLE,BLUE,141291,Yes,3.4,2026-08-27,B
19,B-0023,236994,2017,Mercedes-Benz,GLE,350 4MATIC,BLACK,111755,Yes,3.6,2026-08-27,B
21,B-0031,236981,2016,Toyota,Corolla,S Plus,WHITE,137488,Yes,3.7,2026-08-27,B
23,B-0037,236814,2023,Volkswagen,Atlas Cross Sport,2.0T SE w/Technology,GRAY,105593,Yes,4.2,2026-08-27,B
20,B-0039,236873,2017,Kia,Sportage,EX,SILVER,106309,Yes,3.0,2026-08-27,B
21,B-0041,236954,2018,Buick,Encore,Essence,WHITE,93612,Yes,4.0,2026-08-27,B
14,B-0046,236820,2009,Dodge,Ram 2500,SLT,SILVER,161792,No,"",2026-08-27,B
17,B-0051,235127,2019,Honda,Accord,Sedan Sport 1.5T,GRAY,229567,No,"",2026-08-27,B
17,B-0053,236956,2019,BMW,X3,XDrive30i,GREEN,108022,Yes,4.5,2026-08-27,B
16,B-0060,236985,2015,Volvo,XC60,T6 Platinum,SILVER,104429,Yes,3.9,2026-08-27,B
24,B-0067,237168,2022,Volkswagen,Tiguan,SE,GRAY,63421,Yes,3.3,2026-08-27,B
14,B-0072,236965,2018,Nissan,Kicks,S,WHITE,118307,No,"",2026-08-27,B
15,B-0073,237110,2017,Cadillac,ATS,Sedan Luxury,BLACK,108346,Yes,2.7,2026-08-27,B
17,B-0078,237054,2018,Subaru,Outback,Premium,SILVER,82685,Yes,4.2,2026-08-27,B
14,B-0080,237107,2018,Ford,F350SD,Lariat,BLACK,296281,Yes,3.7,2026-08-27,B
24,B-0092,237109,2011,Ford,F150,Lariat,WHITE,198375,Yes,3.0,2026-08-27,B
14,BB-0002,236578,2014,Chevrolet,Impala Limited,LT,RED,160405,No,"",2026-08-27,BB
22,BB-0027,236979,2015,Ford,Escape,SE,BLACK,138680,Yes,3.6,2026-08-27,BB
14,BB-0039,237034,2014,Ford,Escape,SE,GOLD,100786,No,"",2026-08-27,BB
19,C-0004,1006738,2024,Toyota,Tundra,SR5,GRAY,7521,Yes,4.3,2026-08-27,C
28,C-0011,1007251,2019,BMW,3-Series,330i,WHITE,87098,Yes,4.2,2026-08-27,C
30,C-0014,1007089,2020,Jeep,Gladiator,Rubicon,SILVER,93001,Yes,4.0,2026-08-27,C
18,C-0029,234315,2026,Tesla,Model 3,Premium,GRAY,1837,Yes,4.4,2026-08-27,C
18,C-0059,236861,2021,Jeep,Compass,80th Anniversary,BLACK,81346,Yes,4.4,2026-08-27,C
27,C-0114,236913,2017,Chevrolet,Colorado,LT,BLACK,91766,Yes,4.0,2026-08-27,C
25,D-0033,235525,2022,Mercedes-Benz,GLC,300 4MATIC SUV,BLACK,68989,Yes,3.6,2026-08-27,D
14,D-0051,235909,2019,Audi,Q8,Premium,GRAY,97810,No,"",2026-08-27,D
15,D-0053,235538,2019,Audi,Q7,Prestige,GRAY,83818,No,"",2026-08-27,D
26,D-0071,236416,2016,Subaru,Crosstrek,5dr Man 2.0i,WHITE,133761,Yes,3.8,2026-08-27,D
22,D-0082,236144,2020,Audi,Q8,Premium Plus,BLACK,95017,Yes,4.1,2026-08-27,D
14,D-0104,236490,2015,Honda,Civic,Sedan LX,BLUE,127305,No,"",2026-08-27,D
14,D-0107,236677,2015,Subaru,XV Crosstrek,Limited,BLACK,126513,No,"",2026-08-27,D
14,D-0113,236680,2013,Land Rover,Range Rover Evoque,Pure Plus,GRAY,162583,No,"",2026-08-27,D
22,D-0124,237189,2020,Land Rover,Defender,HSE,GRAY,82850,Yes,4.5,2026-08-27,D
24,D-0130,235507,2017,Ford,F350SD,Lariat,BLUE,65340,Yes,3.6,2026-08-27,D
15,D-0135,237043,2011,Ford,F350SD,LARIAT,WHITE,162775,Yes,3.4,2026-08-27,D
14,D-0137,236758,2010,Acura,TSX,4dr Sdn I4 Auto,WHITE,153302,No,"",2026-08-27,D
15,D-0143,236752,2009,Mazda,CX-9,Sport,BLACK,269710,No,"",2026-08-27,D
15,D-0152,236147,2012,Land Rover,LR4,LUX,WHITE,166871,No,"",2026-08-27,D
24,D-0153,236669,2014,Jeep,Wrangler,Unlimited Sport,GRAY,68228,Yes,3.5,2026-08-27,D
14,D-0161,235837,2014,Subaru,Forester,2.0XT Touring,SILVER,181587,No,"",2026-08-27,D
14,D-0167,236069,2015,Jeep,Renegade,Sport,WHITE,120854,No,"",2026-08-27,D
14,D-0168,236342,2016,Ram,1500,Big Horn,BLACK,118563,No,"",2026-08-27,D
14,D-0173,236341,2014,Honda,CR-V,LX,SILVER,155784,No,"",2026-08-27,D
15,D-0175,236160,2010,Ford,F150,XL,WHITE,94880,No,"",2026-08-27,D
15,D-0177,236296,2006,Toyota,Sequoia,SR5 V8,BLACK,225760,No,"",2026-08-27,D
14,D-0179,236369,2009,Lexus,RX 350,4dr,BLACK,167479,No,"",2026-08-27,D
51,DD-0005,1007023,2019,Ram,3500 ProMaster Vans,"3500 High Roof 159"" WB EXT",BLUE,105304,Yes,1.3,2026-08-27,DD
52,T-0005,1007060,2016,Honda,Pilot,EX-L,SILVER,251094,Yes,1.0,2026-08-27,T
