Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
22,B-0009,236424,2024,Chevrolet,Malibu,LT,GRAY,54781,Yes,3.5,2026-08-20,B
24,B-0010,236352,2022,Chevrolet,Colorado,LT,WHITE,91766,Yes,4.2,2026-08-20,B
22,B-0019,236552,2019,Jeep,Compass,Latitude,GRAY,49520,Yes,4.2,2026-08-20,B
27,B-0024,236339,2018,Honda,HR-V,LX,BLUE,159965,Yes,2.0,2026-08-20,B
21,B-0041,236553,2018,Audi,Q5,Premium Plus,SILVER,74484,Yes,4.6,2026-08-20,B
23,B-0042,236284,2017,Subaru,Forester,Premium,BLACK,134742,Yes,2.7,2026-08-20,B
14,B-0044,236342,2016,Ram,1500,Big Horn,BLACK,118563,No,"",2026-08-20,B
23,B-0048,236276,2016,Honda,Pilot,EX-L,BURGUNDY,148120,Yes,2.6,2026-08-20,B
25,B-0056,236279,2015,Cadillac,SRX,Premium Collection,WHITE,72841,Yes,2.4,2026-08-20,B
26,B-0057,236416,2016,Subaru,Crosstrek,5dr Man 2.0i,WHITE,133761,Yes,3.8,2026-08-20,B
14,B-0066,236341,2014,Honda,CR-V,LX,SILVER,155784,No,"",2026-08-20,B
24,B-0071,236669,2014,Jeep,Wrangler,Unlimited Sport,GRAY,68228,Yes,3.5,2026-08-20,B
14,B-0074,236369,2009,Lexus,RX 350,4dr,BLACK,167479,No,"",2026-08-20,B
21,B-0075,236556,2018,Mercedes-Benz,GLC,300 4MATIC,BLACK,71404,Yes,3.8,2026-08-20,B
31,B-0077,236558,2017,GMC,Terrain,SLE,BLACK,138821,Yes,3.5,2026-08-20,B
25,B-0080,236028,2008,Jeep,Wrangler,Unlimited X,GREEN,120771,Yes,3.2,2026-08-20,B
14,B-0085,236490,2015,Honda,Civic,Sedan LX,BLUE,127305,No,"",2026-08-20,B
23,B-0089,236575,2016,Land Rover,Range Rover Sport,V6 HSE,SILVER,57323,Yes,4.0,2026-08-20,B
14,B-0104,236680,2013,Land Rover,Range Rover Evoque,Pure Plus,GRAY,162583,No,"",2026-08-20,B
14,B-0106,236677,2015,Subaru,XV Crosstrek,Limited,BLACK,126513,No,"",2026-08-20,B
14,B-0108,236578,2014,Chevrolet,Impala Limited,LT,RED,160405,No,"",2026-08-20,B
34,B-0111,236555,2021,Chevrolet,Trax,LS,GRAY,75804,Yes,1.3,2026-08-20,B
34,B-0141,236748,2014,Fiat,500L,Trekking,BROWN,88021,Yes,2.3,2026-08-20,B
29,B-0146,236764,2018,Buick,Encore,Preferred,WHITE,148391,Yes,2.1,2026-08-20,B
14,B-0149,236758,2010,Acura,TSX,4dr Sdn I4 Auto,WHITE,153302,No,"",2026-08-20,B
15,B-0151,236160,2010,Ford,F150,XL,WHITE,94880,No,"",2026-08-20,B
15,BB-0023,236327,2008,Mazda,CX-9,Grand Touring,WHITE,171762,No,"",2026-08-20,BB
15,BB-0025,236296,2006,Toyota,Sequoia,SR5 V8,BLACK,225760,No,"",2026-08-20,BB
14,BB-0037,236441,2012,Nissan,Murano,SV,BLACK,213996,Yes,"",2026-08-20,BB
30,C-0009,1007089,2020,Jeep,Gladiator,Rubicon,SILVER,93001,Yes,4.0,2026-08-20,C
15,C-0022,234689,2026,Tesla,Model Y,Premium,GRAY,17847,Yes,4.6,2026-08-20,C
18,D-0005,1007100,2020,Toyota,Corolla,LE,BLACK,122111,Yes,3.1,2026-08-20,D
25,D-0008,1007037,2022,Genesis,G70,2.0T,BLUE,75571,Yes,3.0,2026-08-20,D
32,D-0012,1006996,2025,Toyota,Corolla,LE,WHITE,38669,Yes,3.0,2026-08-20,D
25,D-0014,1006920,2025,Hyundai,Kona,SE,WHITE,39551,Yes,4.0,2026-08-20,D
17,D-0020,1006764,2017,Land Rover,Range Rover Sport,SE,WHITE,95931,Yes,3.7,2026-08-20,D
46,D-0024,1006759,2021,Mazda,CX-5,Touring,GRAY,80812,Yes,1.6,2026-08-20,D
19,D-0025,1006666,2023,Ram,1500,Limited,RED,89081,Yes,3.1,2026-08-20,D
17,D-0027,1006652,2025,Ram,1500,Warlock,BLACK,33453,Yes,3.8,2026-08-20,D
37,D-0028,1006643,2019,Chevrolet,Colorado,Work Truck,BLACK,109077,Yes,2.2,2026-08-20,D
23,D-0029,1006604,2022,Dodge,Challenger,R/T SCAT PACK,BLACK,74914,Yes,2.9,2026-08-20,D
20,D-0037,1007106,2014,Buick,Encore,Premium,GRAY,92039,Yes,3.5,2026-08-20,D
50,D-0038,1007033,2020,Nissan,Sentra,SV,BLACK,98090,Yes,1.3,2026-08-20,D
28,D-0040,1007012,2023,Ram,1500 DS,SLT,SILVER,81876,Yes,2.7,2026-08-20,D
32,D-0043,1007068,2015,BMW,3-Series,328i xDrive,GRAY,118310,Yes,2.7,2026-08-20,D
37,D-0049,1006988,2014,Nissan,Altima,2.5 S,BLUE,247710,Yes,2.2,2026-08-20,D
47,D-0051,1006740,2016,Kia,Forte,LX,BLUE,151710,Yes,1.5,2026-08-20,D
17,D-0070,236425,2023,Chevrolet,Traverse,LT Cloth,WHITE,35971,Yes,4.3,2026-08-20,D
18,D-0071,236431,2023,Chevrolet,Traverse,LT Cloth,WHITE,35747,Yes,4.5,2026-08-20,D
19,D-0078,236426,2025,Chevrolet,Blazer,LT,GRAY,13574,Yes,4.4,2026-08-20,D
15,D-0079,236498,2024,Land Rover,Range Rover Sport,Dynamic SE,WHITE,15442,Yes,4.6,2026-08-20,D
20,D-0088,235183,2024,BMW,X5,XDrive40i,GRAY,45510,Yes,4.3,2026-08-20,D
14,D-0100,234933,2026,Audi,Q8,Prestige,WHITE,5664,Yes,5.0,2026-08-20,D
26,D-0104,1007162,2026,BMW,X5,XDrive40i,WHITE,21781,Yes,4.6,2026-08-20,D
21,D-0106,235991,2026,BMW,8-Series,840i,BLACK,5580,Yes,4.5,2026-08-20,D
22,D-0108,235602,2026,BMW,X5,M60i,GREEN,12201,Yes,4.5,2026-08-20,D
17,D-0109,235025,2026,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,BLACK,13615,Yes,4.4,2026-08-20,D
17,D-0110,235027,2026,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,BLACK,13019,Yes,4.4,2026-08-20,D
16,D-0111,235045,2026,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,BLACK,10978,Yes,4.4,2026-08-20,D
21,D-0116,234624,2024,BMW,X5,XDrive40i,BLUE,29320,Yes,3.7,2026-08-20,D
20,D-0122,235547,2024,Ford,Edge,SEL,BLACK,65333,Yes,3.7,2026-08-20,D
30,D-0127,235321,2023,Land Rover,Range Rover Sport,SE Dynamic,RED,40717,Yes,4.0,2026-08-20,D
17,D-0128,234756,2022,Land Rover,Range Rover Sport,SVR,BLACK,80274,Yes,3.9,2026-08-20,D
28,D-0131,235094,2021,Chevrolet,Spark,1LT,SILVER,69210,Yes,3.1,2026-08-20,D
20,D-0132,235320,2023,Ford,F150,XLT,WHITE,11225,Yes,4.5,2026-08-20,D
22,D-0136,236144,2020,Audi,Q8,Premium Plus,BLACK,95017,Yes,4.1,2026-08-20,D
18,D-0141,235377,2020,BMW,M4,CS,WHITE,72928,Yes,3.1,2026-08-20,D
30,D-0144,234720,2023,Mercedes-Benz,GLE,350 4MATIC,GREEN,33581,Yes,3.1,2026-08-20,D
25,D-0146,235525,2022,Mercedes-Benz,GLC,300 4MATIC SUV,BLACK,68989,Yes,3.6,2026-08-20,D
32,D-0149,235566,2021,Audi,Q5,Premium Plus,SILVER,79040,Yes,2.9,2026-08-20,D
24,D-0150,235507,2017,Ford,F350SD,Lariat,BLUE,65340,Yes,3.6,2026-08-20,D
23,D-0152,234980,2020,Audi,SQ5,Premium Plus,BLACK,85432,Yes,3.9,2026-08-20,D
28,D-0154,232210,2024,BMW,X5,XDrive40i,BLACK,44556,Yes,2.6,2026-08-20,D
19,D-0158,234888,2020,Jeep,Wrangler,Unlimited Sport Altitude,RED,67642,Yes,3.5,2026-08-20,D
20,D-0164,236429,2020,Audi,SQ8,Prestige,BLUE,82388,Yes,4.5,2026-08-20,D
18,D-0168,236689,2016,Ford,F150,XLT,BLACK,60845,Yes,4.3,2026-08-20,D
