Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
39,B-0030,234936,2018,Land Rover,Range Rover Velar,S,BLACK,81460,Yes,2.3,2026-07-30,B
25,B-0059,234844,2015,Honda,CR-V,LX,GRAY,103301,Yes,2.9,2026-07-30,B
28,B-0081,235094,2021,Chevrolet,Spark,1LT,SILVER,69210,Yes,3.1,2026-07-30,B
20,C-0249,235320,2023,Ford,F150,XLT,WHITE,11225,Yes,4.5,2026-07-30,C
30,C-0253,235321,2023,Land Rover,Range Rover Sport,SE Dynamic,RED,40717,Yes,4.0,2026-07-30,C
17,D-0027,1006652,2025,Ram,1500,Warlock,BLACK,33453,Yes,3.8,2026-07-30,D
36,D-0053,1006848,2015,Mitsubishi,Outlander Sport,ES,SILVER,116253,Yes,1.4,2026-07-30,D
46,D-0056,1006759,2021,Mazda,CX-5,Touring,GRAY,80812,Yes,1.6,2026-07-30,D
14,D-0067,234933,2026,Audi,Q8,Prestige,WHITE,5664,Yes,5.0,2026-07-30,D
21,D-0074,234624,2024,BMW,X5,XDrive40i,BLUE,29320,Yes,3.7,2026-07-30,D
30,D-0084,234720,2023,Mercedes-Benz,GLE,350 4MATIC,GREEN,33581,Yes,3.1,2026-07-30,D
17,D-0106,235025,2026,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,BLACK,13615,Yes,4.4,2026-07-30,D
17,D-0109,235027,2026,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,BLACK,13019,Yes,4.4,2026-07-30,D
19,D-0153,234888,2020,Jeep,Wrangler,Unlimited Sport Altitude,RED,67642,Yes,3.5,2026-07-30,D
16,D-0166,235045,2026,Mercedes-Benz,GLE,GLE 350 4MATIC SUV,BLACK,10978,Yes,4.4,2026-07-30,D
23,D-0172,234980,2020,Audi,SQ5,Premium Plus,BLACK,85432,Yes,3.9,2026-07-30,D
14,D-0184,234270,2018,Ram,1500,Laramie,WHITE,164037,Yes,3.4,2026-07-30,D
17,D-0186,234756,2022,Land Rover,Range Rover Sport,SVR,BLACK,80274,Yes,3.9,2026-07-30,D
21,D-0204,234048,2011,Ford,F150,XLT,TAN,169744,Yes,4.2,2026-07-30,D
