Picture Count,Run Number,Stock #,Year,Make,Model,Style,Color,Odometer,CR,Grade,Sale Date,Lane
25,B-006,183751,2018,Chevrolet,Tahoe,"",BLACK,144307,Yes,3.0,2026-08-06,B
9,B-015,183490,2016,Mercedes-Benz,Sprinter 3500,"",WHITE,111703,Yes,3.5,2026-08-06,B
16,B-022,183769,2000,Toyota,Camry,LE,BLUE,130867,Yes,"",2026-08-06,B
9,B-033,183127,2017,Ford,F150,XL,WHITE,185794,Yes,3.8,2026-08-06,B
23,B-035,183412,2013,Ford,F150,FX4,RED,162526,Yes,3.5,2026-08-06,B
19,B-036,183462,2010,Chevrolet,Silverado 1500,LTZ,WHITE,428523,Yes,"",2026-08-06,B
19,B-038,183499,2019,Ford,Expedition Max,"",GRAY,140523,Yes,3.9,2026-08-06,B
18,B-042,183669,2013,Nissan,Pathfinder,SL,SILVER,214609,Yes,"",2026-08-06,B
9,B-056,183739,2008,Toyota,Camry,Hybrid,WHITE,139798,Yes,3.5,2026-08-06,B
18,B-057,183689,2016,Kia,Sorento,"",BLACK,108986,Yes,3.8,2026-08-06,B
23,B-059,183741,2016,Chevrolet,Silverado 1500,LT,WHITE,177405,Yes,3.0,2026-08-06,B
20,B-061,183747,2019,Buick,Encore,"",RED,36356,Yes,3.6,2026-08-06,B
21,B-062,183605,2015,Jeep,Compass,"",GRAY,164888,Yes,2.9,2026-08-06,B
23,B-067,183316,2024,Hyundai,Palisade,XRT,GRAY,56933,Yes,4.4,2026-08-06,B
15,B-077,183497,2002,Honda,Accord,"",BROWN,153072,Yes,"",2026-08-06,B
23,B-078,183719,2014,Dodge,Durango,"",GRAY,142978,Yes,2.5,2026-08-06,B
12,B-080,181386,2011,Hyundai,Santa Fe,Limited,GRAY,214597,Yes,2.5,2026-08-06,B
15,B-083,183728,2015,Toyota,Camry,LE,BLACK,262327,Yes,"",2026-08-06,B
15,I-001,183506,2015,Chevrolet,Spark,"",RED,121988,Yes,"",2026-08-06,I
16,I-002,183690,2006,Toyota,Sienna,LE,BLUE,253260,Yes,"",2026-08-06,I
